pid	difficulty	solvePath	pdata	status	zone
14513	4	0:2, 0:3, 0:4, 0:5, 0:6, 1:7, 2:7, 2:5, 2:2, 2:3, 2:4, 7:0, 6:0, 5:0, 4:0, 3:0, 2:0, 1:0, 0:0, 0:1, 0:7, 3:7, 4:7, 5:7, 6:7, 7:7, 8:7, 8:6, 7:2, 7:3, 5:2, 5:3, 3:2, 3:3, 6:5, 7:6, 5:6, 4:6, 7:4, 6:4, 7:1, 6:1, 5:1, 3:1, 2:1, 6:3, 5:4, 4:5, 3:5, 3:4		dungeon	lostgridsLogic
14574	3	8:1, 0:7, 3:3, 3:5, 5:5, 5:3, 8:4, 0:3, 0:4, 0:5		dungeon	lostgridsLogic
14602	4	1:3, 1:6, 0:4, 2:4, 6:4, 5:6, 6:7, 7:6, 0:3, 2:3, 5:7, 7:7, 5:5, 7:5, 4:5, 7:4, 4:6, 2:5, 0:5, 3:5, 0:6, 3:4, 3:7, 4:3, 2:7, 1:7, 5:3, 6:3, 3:2, 2:2, 4:8, 5:8, 0:7, 7:3, 7:2, 1:2, 6:8, 0:8, 1:8, 1:9, 2:9, 3:9, 4:9, 5:9, 6:9, 3:8, 0:9, 0:10, 1:10, 2:10, 3:10, 4:10, 5:10, 6:10, 7:10, 7:8, 7:9, 4:2, 6:2, 6:1, 5:1, 4:1, 3:1, 2:1, 1:1, 0:2, 0:1, 0:0, 1:0, 2:0, 3:0, 4:0, 5:0, 6:0, 7:0, 7:1	AAAACwgABgAGGyEpMjNCAQYVJCUuNjwDDBUEGwQhAiQEJQUpAy4DMgUzBDYCPARCBEACAgIAAgJVQkEB/4G94byWwnhCfgAAAA==	dungeon	lostgridsLogic
14617	6	1:6, 13:0, 10:6, 11:0, 9:1, 12:1, 13:1, 13:2, 12:0, 12:2, 12:3, 12:4, 13:3, 13:4, 13:5, 13:6, 14:6, 12:5, 12:6, 11:6, 9:6, 5:6, 0:0, 8:0, 7:0, 6:0, 1:0, 3:0, 2:0, 1:1, 2:1, 2:2, 2:3, 1:2, 1:3, 1:4, 1:5, 2:4, 2:5, 2:6, 3:6, 6:6, 4:6, 7:6, 8:6, 6:5, 8:5, 7:5, 8:4, 8:3, 9:4, 9:3, 9:2, 8:2, 8:1, 6:1, 6:4, 6:3, 5:4, 5:3, 5:2, 5:1, 6:2		dungeon	lostgridsLogic
14618	4	7:6, 8:6, 9:6, 8:5, 8:7, 0:8, 4:0, 2:2, 6:5, 4:5, 2:4, 2:6, 4:2, 8:3, 11:6, 2:1, 2:0, 1:0, 0:0, 0:1, 0:2, 0:3, 0:4, 0:5, 0:6, 0:7, 1:7, 2:7, 3:7, 4:7, 4:6, 5:5, 5:6, 2:5, 4:4, 4:3, 3:0, 4:1, 5:1, 6:1, 7:1, 8:1, 9:1, 9:0, 10:0, 11:0, 11:1, 12:1, 12:2, 12:3, 12:4, 12:5, 12:6, 12:7, 12:8, 11:8, 10:8, 9:8, 8:8, 7:8, 6:8, 5:8, 4:8, 3:8, 2:8, 1:8, 9:7, 10:7, 11:7, 8:4, 7:4, 8:2, 7:2, 6:2, 5:2, 5:3, 6:3, 7:3		dungeon	lostgridsLogic
14633	4	9:6, 7:6, 7:7, 6:7, 9:7, 5:6, 10:6, 6:6, 10:5, 9:5, 7:5, 7:4, 8:4, 10:3, 9:3, 8:3, 7:3, 8:2, 9:2, 10:2, 10:1, 9:1, 10:0, 7:2, 9:0, 8:1, 8:0, 7:0, 6:1, 6:0, 6:2, 5:3, 6:3, 5:2, 4:2, 5:1, 4:1, 5:0, 4:0, 3:2, 2:2, 2:1, 3:3, 3:0, 2:0, 3:1, 2:3, 3:4, 2:4, 1:4, 0:4, 2:5, 3:5, 5:5, 5:4, 6:4, 4:5, 4:6, 5:7, 4:7, 3:7, 3:6, 2:6		dungeon	lostgridsLogic
14634	2	7:3, 8:3, 8:2, 7:2, 7:5, 8:5, 8:6, 9:6, 10:6, 7:6, 6:6, 5:5, 5:6, 5:4, 5:3, 5:2, 4:6, 3:6, 1:6, 2:6, 3:5, 1:5, 0:6, 2:4, 2:3, 4:4, 4:1, 5:1, 3:2, 0:4, 0:5, 0:3, 0:2, 0:1, 10:5, 10:4, 10:3, 10:2, 10:0, 9:1, 10:1, 9:0, 8:0, 7:0, 6:0, 5:0, 6:1, 4:0, 3:0, 2:0, 1:0, 0:0, 1:1, 2:2, 3:3		dungeon	lostgridsLogic
14636	4	1:5, 2:5, 7:5, 6:5, 2:0, 3:0, 4:0, 5:0, 6:0, 2:1, 2:2, 6:1, 6:2, 2:3, 2:4, 6:3, 6:4, 5:2, 4:2, 3:2, 3:4, 4:4, 5:4, 5:6, 4:6, 3:6, 2:6, 2:7, 2:8, 3:8, 4:8, 5:8, 6:8, 6:7, 6:6		dungeon	lostgridsLogic
14657	1	2:2, 3:1, 3:3, 4:2, 1:2, 3:0, 5:2, 3:4, 2:1, 4:1, 4:3, 2:3		dungeon	lostgridsLogic
14673	3	4:0, 4:1, 4:2, 4:3, 4:4, 3:1, 5:0, 5:4, 5:2, 3:0, 3:4, 7:0, 7:1, 7:2, 7:3, 7:4, 6:3, 6:2, 6:4, 6:1, 3:3, 3:2, 2:2, 1:2, 1:1, 2:0, 1:3, 2:4, 1:4, 0:0, 0:1, 0:2, 0:3, 0:4, 1:0	AAAABQgBAAwjKzFFTVNnb3WBCYERgRcDAAMGCh0BAg0aAgUKAg0GGgMdBwAIATRWViI0AAA=	dungeon	lostgridsLogic
14716	5	3:0, 2:5, 2:4, 3:1, 3:2, 3:3, 3:4, 4:1, 2:1, 2:2, 2:3, 1:2, 1:3, 1:4, 1:1, 1:0, 0:0, 0:1, 0:2, 0:3, 0:4, 0:5, 4:5, 5:5, 5:0, 5:1, 4:2, 5:2, 5:3, 5:4, 4:3, 4:4		dungeon	lostgridsLogic
14851	3	0:2, 0:3, 0:4, 1:3, 1:2, 1:1, 2:1, 1:4, 0:5, 1:5, 2:4, 2:3, 1:0, 3:1, 3:3, 2:5, 4:1, 4:3, 5:3, 5:1, 6:3, 6:2, 6:1	AAAABgcCAAIxWwETAAIDBAUGBxAREhMfICEiJicoKQMCAgkGDgIDAggFFQJBAUA+DfIcAAAA	dungeon	lostgridsLogic
14940	2	1:8, 1:7, 2:8, 2:7, 2:5, 1:6, 0:6, 1:5, 0:5, 1:4, 0:3, 2:3, 0:2, 1:3, 2:2, 1:2, 1:0, 2:0, 3:0, 4:0, 5:0, 1:1, 0:1, 0:0, 5:1, 4:2, 4:3, 5:2, 5:3, 7:0, 6:1, 8:1, 7:1, 6:2, 8:2, 7:3, 7:4, 7:5, 7:6, 6:3, 7:2, 8:3, 8:7, 7:7, 8:8, 7:8, 5:8, 5:7, 4:8, 4:7, 5:6, 6:6		dungeon	lostgridsLogic
14979	3	6:5, 6:6, 6:7, 6:8, 6:9, 5:6, 7:6, 7:5, 7:7, 7:8, 7:9, 5:5, 8:5, 9:5, 5:8, 5:9, 5:7, 8:7, 9:7, 9:6, 8:6, 8:8, 8:9, 9:8, 9:9		dungeon	lostgridsLogic
14996	6	4:1, 4:2, 4:3, 1:4, 2:4, 3:4, 12:1, 12:2, 12:3, 13:4, 14:4, 15:4, 13:12, 14:12, 15:12, 12:13, 12:14, 12:15, 4:13, 4:14, 4:15, 1:12, 2:12, 3:12, 5:4, 6:4, 7:4, 8:1, 8:2, 8:3, 9:4, 10:4, 11:4, 12:9, 12:10, 12:11, 13:8, 14:8, 15:8, 12:5, 12:6, 12:7, 9:12, 10:12, 11:12, 8:13, 8:14, 8:15, 5:12, 6:12, 7:12, 8:9, 8:10, 8:11, 4:9, 4:10, 4:11, 5:8, 6:8, 7:8, 9:8, 10:8, 11:8, 8:5, 8:6, 8:7, 4:5, 4:6, 4:7, 1:8, 2:8, 3:8		dungeon	lostgridsLogic
15014	3	3:5, 3:6, 2:6, 2:7, 1:8, 0:8, 0:7, 1:6, 3:4, 4:6, 3:7, 3:3, 2:3, 1:4, 0:5, 0:6, 0:4, 1:3, 1:2, 2:2, 1:1, 3:1, 4:4, 4:7, 4:8, 3:8		dungeon	lostgridsLogic
15017	4	1:2, 1:3, 2:2, 1:4, 1:5, 1:6, 2:6, 2:7, 3:7, 4:7, 5:7, 6:7, 6:6, 7:6, 7:5, 7:4, 7:3, 7:2, 6:2, 6:1, 5:1, 4:1, 3:1, 6:3, 5:3, 4:3, 3:2, 3:3, 2:3, 2:4, 2:5, 3:5, 4:5, 4:6, 5:6, 5:5, 6:5, 4:4	AAAACQkBAQwAAQcICRE/R0hJT1AFAAQLFycqARsCAwQFBgoQEhYaGyMkKSwtNTY5PkBGSktMTU4IBAYACgAXASoCAgEpDkABAgNWYAE+IbZ22k2ndsY+AAAA	dungeon	lostgridsLogic
15018	1	1:0, 2:0, 3:0, 4:0, 5:0, 4:4, 4:3, 4:2, 3:2, 5:1, 2:2, 2:3, 2:5, 1:2, 6:0, 6:1, 7:1, 6:2, 7:2, 6:3, 7:3, 6:4, 7:4, 6:5, 7:5, 7:6, 5:5, 6:6, 7:7, 6:7, 5:6, 5:7, 4:6, 4:7, 3:6, 3:7, 2:6, 2:7, 1:6, 1:7, 0:7, 0:6, 1:5, 0:5, 1:4, 0:4, 1:3, 0:3, 0:2	AAAACAgABQANBwgJCgsMFRsdIiUrLAECACNAAQICQUFCAf4CekpaQn4AAAA=	dungeon	lostgridsLogic
15021	3	1:5, 2:5, 3:5, 4:5, 2:4, 3:4, 5:2, 5:3, 5:4, 4:2, 4:3, 1:0, 2:1, 2:0, 3:1, 3:0, 4:0, 0:4, 0:3, 0:1, 1:3, 1:2	AAAABgYABQAMAAUHCg4PFBUZHB4jAQILDAQIAAMBBQICIwMAHgQDDgEADwEDFQEBFAECSARGARrcYwHgAAA=	dungeon	lostgridsLogic
15055	4	3:3, 6:1, 6:2, 6:3, 6:4, 5:0, 7:0, 5:4, 9:3, 9:2, 9:1, 10:4, 11:4, 10:0, 11:0, 13:0, 13:1, 13:2, 0:1, 3:0, 3:1, 3:2, 0:4, 13:4, 14:4, 0:3, 0:2, 2:2, 1:2, 1:1, 2:3, 13:3, 14:2		dungeon	lostgridsLogic
15056	3	3:1, 3:2, 5:3, 3:5, 1:3, 2:3, 3:4, 4:3, 4:5, 5:4, 5:2, 4:1, 2:1, 1:2, 1:4, 2:5, 5:6, 6:5, 1:0, 0:1, 0:2, 2:0, 4:0, 5:0, 6:4, 4:6, 2:6, 6:2, 6:1, 1:6, 0:4, 0:5		dungeon	lostgridsLogic
15187	3	0:4, 2:4, 4:2, 1:5, 3:5, 1:4, 1:3, 0:2, 2:2, 1:2, 0:1, 1:1, 3:3, 3:1, 5:2, 5:1, 5:3, 5:4, 4:4, 5:5, 3:4, 4:0, 5:0, 3:0, 2:0, 1:0, 0:0	AAEAAAYGAAMABwoSFBYeICIBAggPAggIBQoIEgQUBhYJHgMgBSIHAYORlKBAAAA=	dungeon	lostgridsLogic
15506	3	0:2, 0:3, 0:4, 2:0, 3:0, 4:0, 0:0, 2:2, 1:3, 1:4, 1:5, 1:6, 2:4, 2:5, 3:1, 4:1, 5:1, 6:1, 5:2, 5:0, 6:0, 0:5, 0:6, 2:3, 3:3, 4:4, 6:4, 5:6, 4:3, 6:3, 4:2, 3:2, 3:6, 4:5, 6:5, 6:6, 4:6, 2:6, 6:2	AAAABwcABAAJAQcJDxofISYoAQEIAwkBBQcFCQUPBRoFHwUhBSYFKAVHCgGChLiCJHuAAAA=	dungeon	lostgridsLogic
15510	4	0:5, 1:5, 2:5, 3:5, 4:5, 5:5, 6:5, 7:5, 0:3, 1:3, 2:3, 3:3, 4:3, 5:3, 6:3, 7:3, 0:1, 1:1, 2:1, 3:1, 4:1, 5:1, 6:1, 7:1, 5:0, 4:2, 3:4, 2:6, 0:7, 0:6, 0:4, 0:2, 0:0, 7:7, 7:6, 7:4, 7:2, 7:0, 1:7, 2:7, 6:7, 5:7, 6:2, 6:4, 6:6, 6:0, 4:0, 3:0, 2:0, 1:0, 5:2, 5:4, 5:6, 4:7, 4:4, 4:6, 3:2, 2:4, 2:2, 1:4, 1:2, 1:6, 3:6, 3:7	AAAACAgBABU1Nzk7PT9BeXt9f4EBgQOBBYE9gT+BQYFDgUWBR4FJBAQIOAAAOQEAOgIAOwMAPAQAPQUAPgYAPwcABgQcAl4CgSACgWICQkABAgIQAfH/4//H/4/wAAA=	dungeon	lostgridsLogic
15512	3	4:3, 7:3, 4:5, 4:4, 5:5, 4:6, 7:5, 7:4, 6:5, 7:6, 4:7, 7:7, 7:9, 4:9, 5:7, 6:7, 6:8, 5:8, 7:8, 6:9, 5:9, 4:8, 5:6, 6:6, 4:10, 7:10, 6:10, 5:10, 5:11, 6:11, 5:2, 6:2, 5:3, 6:3, 6:4, 5:4		dungeon	lostgridsLogic
15521	1	0:0, 1:1, 2:0, 3:0, 3:1, 4:0, 6:0, 6:4, 6:1, 5:0, 4:1, 5:1, 4:2, 5:2		dungeon	lostgridsLogic
15522	2	0:5, 1:5, 2:5, 0:6, 1:6, 2:6, 0:7, 1:7, 2:7, 3:7, 3:6, 3:5, 2:4, 1:4, 2:2, 3:2, 2:3, 3:3, 4:4, 5:4, 4:5, 5:5, 3:1, 2:1, 6:4, 6:5, 7:4, 7:5, 3:0, 2:0, 6:6, 7:6, 6:7, 7:7, 4:7, 4:6, 5:6, 1:3, 1:2, 0:0, 1:0, 0:1, 1:1, 4:0, 5:0, 6:0, 7:0, 5:1, 6:1, 7:1, 5:2, 6:2, 7:2, 4:1, 0:2, 7:3, 6:3	AAAACAgCACgTHR8jJS0vMTU/QU9RU1thY2ttfYEjgTOBNYE9gT+BRYFNgU+BUYFfgWGBa4FvgXGBc4F7gX2CAYIDgg0BAxQcHQUAARgBAyAjPQYCgSQCXABAAQEEAEgJAfjIgEPxERsXAAA=	dungeon	lostgridsLogic
15525	2	0:6, 0:7, 1:7, 0:8, 1:8, 2:8, 5:5, 4:6, 5:6, 3:7, 4:7, 5:7, 4:8, 5:8, 6:8, 6:7, 6:6, 6:5, 0:3, 0:4, 1:4, 0:5, 1:5, 2:5, 3:5, 4:5, 5:2, 4:3, 5:3, 3:4, 4:4, 5:4, 3:6, 2:6, 2:7, 1:6, 3:2, 4:2, 0:0, 0:1, 1:1, 0:2, 1:2, 2:2, 1:0, 2:1, 1:3, 2:3, 3:3, 2:4, 2:0, 3:0, 3:1, 6:2, 6:3, 6:4		dungeon	lostgridsLogic
15580	3	3:2, 1:2, 2:1, 3:1, 0:1, 1:0, 1:3, 2:3, 2:0, 0:2	AAAABAQABAADAAMPAQMFCgwCAgAEDwQDAgUECgQBJ2gAAA==	dungeon	lostgridsLogic
15884	2	0:2, 1:1, 2:2, 3:2, 4:2, 5:2, 3:1, 4:1, 5:1, 4:0, 2:1, 1:0, 2:0, 0:1, 0:0, 3:0, 6:1, 6:2, 5:0		dungeon	lostgridsLogic
16210	5	0:3, 1:3, 6:3, 5:3, 3:6, 3:4, 1:5, 5:5, 3:2, 3:0, 1:1, 5:1, 2:4, 1:4, 0:5, 0:6, 1:6, 4:2, 5:2, 6:1, 6:0, 5:0, 1:0, 0:1, 0:0, 1:2, 3:3, 6:5, 5:4, 6:6, 5:6, 4:6, 4:4, 2:6, 2:3, 2:2, 2:0, 4:0, 4:3	AAAABwcAAwAKCQoLDhQcIiUmJwMMCQQKAwsFDgMUAhwCIgMlBSYDJwQwBQADQgFeida1yLwAAAA=	dungeon	lostgridsLogic
16220	4	3:4, 4:3, 4:2, 3:1, 2:1, 1:2, 4:5, 5:4, 3:5, 2:5, 5:1, 4:0, 5:2, 5:3, 1:0, 0:1, 2:0, 3:0, 1:3, 2:3, 1:4, 0:5, 3:3, 3:2, 2:2, 0:4, 0:3, 0:2	AAAABgYABAAIAAUHChocHyMDCAUDBwMKAxoEHAMfAiMDAANAAQICAEEBGoKRFoAAAA==	dungeon	lostgridsLogic
16223	2	0:1, 1:1, 1:0, 2:0, 2:1, 0:2, 1:2, 2:2, 4:1, 5:1, 6:1, 7:1, 8:1, 4:2, 4:3, 4:4, 5:4, 6:4, 7:4, 8:4, 5:3, 5:2, 6:2, 7:2, 8:2, 8:3, 7:3, 3:0, 3:1, 3:2, 3:3, 0:4, 1:4, 2:4, 2:5, 2:6, 2:7, 0:3, 1:3, 2:3, 3:4, 3:5, 3:6, 3:7, 0:5, 0:6, 1:6, 0:7, 1:7, 5:0, 6:0, 7:0, 8:0, 4:5, 5:5, 6:5, 7:5, 8:5, 4:6, 4:7, 6:6, 6:7, 7:6, 7:7, 8:6, 8:7		dungeon	lostgridsLogic
16303	3	1:3, 1:4, 1:5, 4:5, 5:5, 6:5, 8:5, 8:4, 8:3, 0:1, 0:2, 0:3, 1:1, 1:0, 2:1, 2:0, 0:0, 5:2, 5:3, 5:1		dungeon	lostgridsLogic
16304	3	3:0, 2:0, 1:0, 7:0, 8:0, 9:0, 2:2, 1:2, 8:2, 9:2, 1:4, 1:6, 2:6, 3:6, 4:6, 5:6, 6:6, 7:6, 8:6, 9:6	AAAABwsBARUNDg8QERITIyQlJicoKTM0OTo7PD8DAAMFGzECAwUCGwMxBEIClYlaqqqpaKWqqqqaiqqqqqlVVYAAAA==	dungeon	lostgridsLogic
16316	4	4:1, 3:1, 2:4, 0:1, 0:2, 2:2, 2:1, 0:3, 1:3, 1:0, 0:0, 2:0, 5:0, 5:1, 2:3, 2:5, 1:5, 1:4, 4:3, 4:2, 3:2, 0:4, 0:5, 3:5, 4:5, 4:4, 5:4, 5:3, 5:2	AAAABgYABAAHAwQHDRUbIwIDAwMHAxUJBgQWAEQCfAGBGgFCAaL6eY5gAAA=	dungeon	lostgridsLogic
16430	4	3:2, 4:2, 5:2, 6:2, 7:2, 8:1, 6:1, 4:1, 2:1, 0:2, 1:1, 2:0, 3:1, 4:0, 5:1, 6:0, 7:1, 8:0, 9:1, 10:2, 10:1, 9:0, 7:0, 5:0, 3:0, 1:0, 0:1, 3:6, 4:6, 5:6, 6:6, 7:6, 8:5, 6:5, 4:5, 2:5, 2:7, 4:7, 6:7, 8:7, 9:7, 10:6, 9:5, 8:4, 7:5, 6:4, 5:5, 4:4, 3:5, 2:4, 1:5, 0:6, 1:7, 2:8, 3:7, 4:8, 5:7, 6:8, 7:7, 8:8, 9:8, 10:7, 10:5, 9:4, 7:4, 5:4, 3:4, 1:4, 0:5, 0:7, 1:8, 3:8, 5:8, 7:8		dungeon	lostgridsLogic
16441	5	3:0, 4:1, 4:2, 2:0, 2:1, 3:2, 2:2, 2:3, 1:2, 1:1, 1:0, 0:0, 0:1, 0:2, 0:3, 1:3, 3:3, 4:3, 4:4, 3:4, 2:4, 1:4, 0:4		dungeon	lostgridsLogic
16496	4	4:2, 3:3, 3:4, 5:3, 3:1, 2:1, 2:2, 1:3, 1:4, 1:1, 6:1, 6:2, 7:3, 7:4, 8:2, 8:1, 8:3, 7:2, 7:1, 5:1, 5:2, 4:3, 6:3, 4:4, 6:4, 2:4, 2:3	AAEAAAUJAQEBAAMAEQECAwQFBgcICQ0SExUbJCksBAwBAgECAgEDAgEEAgEFAgEGAgEHAgEIAgEJAgMSAgMbAgMkAgNAAgECUAICaQEAKIEAEqAAAA==	dungeon	lostgridsLogic
16601	4	0:1, 1:0, 2:0, 1:1, 1:2, 2:1, 2:2, 1:3, 2:4, 3:3, 1:4, 0:3, 0:4, 3:2, 3:1, 3:4, 5:3, 4:3, 4:2, 5:4, 5:2, 5:1, 4:0, 6:3, 11:3, 10:4, 10:1, 6:1, 6:2, 7:2, 8:4, 8:1, 9:0, 8:0, 6:0, 7:1, 5:0, 3:0, 8:2, 8:3, 7:4, 6:4, 9:2, 10:0, 11:0, 11:1, 10:2, 10:3, 9:3, 9:4	AAAABQwAAwAKAAcQFRgjJis0OwIKAAMHBhAEFQQYBCMCJgIrAjQDOwRAAQEDVAEkiktZRWsmgAAA	dungeon	lostgridsLogic
16639	4	5:0, 6:0, 7:0, 8:0, 6:1, 2:0, 3:0, 4:0, 3:1, 3:7, 1:8, 2:8, 3:8, 4:8, 6:7, 5:8, 6:8, 7:8, 5:4, 5:5, 5:6, 6:6, 7:6, 8:6, 8:7, 8:8, 1:0, 1:1, 1:2, 2:2, 3:2, 4:2, 4:3, 4:4, 2:1, 0:1, 0:2, 0:3, 1:3, 2:3, 3:3, 1:4, 2:4, 3:4, 1:5, 0:4, 0:5, 0:6, 1:6, 2:5, 3:5, 4:5, 2:6, 0:7, 1:7, 2:7, 3:6, 4:6, 4:7, 5:7, 7:7, 7:5, 8:5, 9:5, 9:6, 9:7, 8:2, 9:2, 9:3, 9:4, 8:3, 6:4, 7:4, 8:4, 6:5, 7:1, 8:1, 9:1, 7:2, 5:3, 6:3, 7:3, 4:1, 5:1, 5:2, 6:2	AAAACQoBAEQbHSEjJS0xN0lPUVVXX2Ntb3F1e3+BB4ENgRGBFYEXgR+BIYEvgTGBOYE7gUGBQ4FLgU2BU4FVgV2BX4FtgW+Bd4F5gX2CAYIHgg+CE4IZgh2CH4IhgiuCL4I3gjmCPYI/gkWCV4JdgmGCaYJrgm2CcYJzAwEEAAlQWUABAgJVQgH/1IeAIAwBAHhK/8AAAA==	dungeon	lostgridsLogic
16649	5	6:3, 6:1, 4:0, 3:0, 2:0, 2:1, 0:1, 3:2, 3:4, 2:4, 1:4, 3:3, 4:3, 1:3, 0:3, 0:2, 1:2, 1:1, 0:0, 2:2, 2:3, 4:2, 4:1, 7:1, 10:3, 10:2, 8:1, 7:4, 8:4, 7:3, 8:3, 9:4, 9:3, 9:2, 8:2, 7:2, 6:2, 10:1, 8:0, 6:0, 10:0, 9:0	AAEAAAULAQEBGwQACAEHDhQsMDI2AQQFECYxAggBAg4ILAgwBAcDMgkUBzYFQgG83fAjPiREAAA=	dungeon	lostgridsLogic
16661	6	2:2, 3:2, 3:3, 5:3, 5:2, 6:3, 6:2, 5:1, 7:2, 7:3, 2:3, 1:3, 6:1, 7:1, 8:2, 8:1, 5:0, 7:0, 6:0, 8:0, 8:3, 3:1, 2:1, 1:1, 3:0, 2:0, 1:0, 0:1, 0:2, 0:3, 0:0		dungeon	lostgridsLogic
16664	4	1:1, 1:0, 0:1, 0:2, 1:2, 2:3, 0:3, 1:3, 2:2, 3:3, 3:2, 4:3, 4:2, 3:1, 4:1, 4:0, 3:0, 2:0, 6:1, 7:0, 8:0, 7:1, 9:0, 10:0, 9:2, 9:3, 6:2, 6:3, 7:3, 8:3, 8:2, 7:2, 9:1, 10:1, 10:2, 10:3		dungeon	lostgridsLogic
16665	3	0:6, 0:5, 1:6, 1:7, 2:7, 3:5, 2:4, 1:4, 2:5, 2:3, 0:3, 1:3, 2:2, 2:1, 3:2, 3:1, 4:2, 5:3, 1:1, 0:2, 1:5, 3:6, 1:0, 2:0, 0:1, 4:0, 4:1, 5:0, 5:2, 6:1, 6:0, 7:1, 7:2, 6:2, 6:3, 7:4, 6:7, 5:7, 6:6, 7:6, 7:5, 6:4, 5:4, 5:5, 4:5, 4:6, 5:6, 3:7		dungeon	lostgridsLogic
16666	5	4:3, 3:4, 2:3, 2:2, 3:2, 4:2, 3:1, 2:1, 1:2, 1:3, 2:4, 0:1, 0:0, 1:0, 2:0, 0:2, 0:3, 0:4, 0:5, 3:0, 4:0, 5:0, 5:1, 1:5, 0:6, 6:0, 2:5, 1:6, 0:7, 5:2, 6:1, 7:0, 7:1, 7:2, 6:2, 6:3, 5:3, 5:4, 4:5, 3:5, 7:3, 7:4, 6:4, 6:5, 7:5, 7:6, 5:5, 5:6, 6:6, 6:7, 7:7, 4:6, 2:6, 3:6, 1:7, 4:7, 5:7, 4:8, 3:7, 3:8, 4:9, 5:9, 6:8, 7:9, 2:7, 1:8, 0:8, 0:9, 2:8, 1:9, 1:10, 0:10, 0:11, 1:11, 2:11, 2:9, 3:10, 3:9, 3:11, 7:8, 6:9, 6:10, 6:11, 5:11, 4:11, 4:10, 5:10, 7:10	AAAADAgABAAICQwbISRFUl8CCAkEDAgbBCEIJAhSCF8ERQhAAgIDAiACAwoAQgE/Mc3NtbW1t7G9n/AAAA==	dungeon	lostgridsLogic
16667	4	1:7, 2:7, 3:7, 2:6, 4:7, 5:7, 6:7, 7:6, 7:5, 7:4, 7:3, 7:2, 7:1, 6:2, 6:5, 5:6, 6:6, 7:7, 3:0, 2:0, 1:0, 0:1, 0:2, 0:3, 1:2, 2:1, 1:1, 0:0, 3:3, 3:4, 4:4, 3:5, 2:4, 3:6, 4:6, 4:5, 5:4, 6:4, 5:3, 6:3, 6:1, 5:1, 4:2, 3:2, 4:1, 3:1, 4:0, 5:0, 6:0, 2:3, 1:5, 1:6, 0:6, 1:4, 1:3, 0:4	AAAACAgABAAGBxIVKi04AQIcKAgGBwASAhUBKgEtAjgAQAMCAlYBA1QCAgABiiRSSiSSbAEAAA==	dungeon	lostgridsLogic
16669	4	2:2, 0:2, 1:3, 1:1, 1:0, 0:1, 2:1, 0:0, 2:0, 3:0, 4:0, 3:1, 5:0, 5:1, 5:2, 4:2, 5:3, 4:3, 3:3, 4:4, 4:5, 5:5, 3:5, 3:4, 2:5, 1:5, 1:4, 0:5, 0:4, 0:3		dungeon	lostgridsLogic
19786	7	0:0, 6:0, 6:1, 5:0, 1:0, 0:1, 1:1, 5:1, 1:5, 5:5, 0:5, 6:5, 5:4, 5:3, 5:2, 6:6, 0:6, 1:4, 1:3, 1:2, 1:6, 5:6, 4:5, 2:5, 2:4, 2:3, 2:2, 2:1, 3:1, 4:1, 4:2, 4:3, 3:4, 4:4, 3:2, 9:0, 14:1, 13:6, 8:5, 8:0, 9:1, 8:1, 10:1, 9:2, 9:3, 9:4, 11:1, 12:1, 13:2, 13:0, 13:1, 14:0, 14:5, 13:5, 13:4, 12:5, 13:3, 14:6, 9:6, 9:5, 10:5, 8:6, 10:4, 10:3, 10:2, 11:2, 12:2, 12:3, 12:4, 11:4, 0:9, 5:8, 1:8, 6:9, 3:9, 3:10, 2:9, 2:10, 4:9, 4:10, 1:9, 5:9, 6:8, 0:8, 1:10, 5:10, 5:11, 5:12, 6:13, 1:11, 1:12, 0:13, 2:11, 4:11, 3:12, 1:14, 5:14, 0:14, 1:13, 2:13, 2:12, 4:12, 4:13, 5:13, 6:14, 9:9, 13:9, 9:13, 8:13, 8:14, 9:14, 9:8, 8:8, 8:9, 13:8, 14:8, 14:9, 14:13, 13:13, 13:14, 14:14, 12:13, 10:13, 9:12, 9:10, 10:9, 12:9, 13:10, 13:12, 13:11, 12:10, 11:9, 10:10, 9:11, 10:12, 12:12, 12:11, 11:12, 10:11, 11:10		dungeon	lostgridsLogic
19862	4	2:4, 3:3, 4:4, 3:5, 5:1, 5:0, 0:2, 0:3, 0:4, 0:5, 1:4, 2:5, 1:5, 1:3, 4:5, 4:3, 5:4, 5:5, 3:2, 5:3, 1:1, 2:2, 2:1, 2:0, 3:1, 1:0, 0:0, 4:2, 4:1, 4:0, 12:3, 12:4, 12:5, 9:4, 10:3, 11:4, 10:5, 9:5, 8:1, 9:1, 7:2, 7:3, 8:3, 7:4, 7:5, 8:4, 8:5, 11:5, 11:3, 9:2, 10:2, 10:1, 11:2, 11:1, 12:1, 11:0, 12:0, 7:0, 8:0, 9:0		dungeon	lostgridsLogic
